pelvic inflammatory disease	increase	risk	2
each patient	reveal	fat necrosis	1
diabetes	have	proliferative retinopathy	1
this study	aim at determine	reliability	2
morbidity and mortality	require	further study	1
body surface area	calculate on	actual body weight	4
distal radius tumor	be control of	disease	1
deficient androgen receptor	would develop	hypertension	2
10-mg rt-pa group	have	postoperative epidural hematoma	2
renal biopsy tissue	be evaluate by	light and electron microscopy	2
human alpha	be detect in	epithelial lining fluid	2
surgery and immunosuppressive disease	as be	chronic liver disease	2
<NUM> hr	be divide by	person 's body weight	2
insulin-dependent diabetes mellitus	appear to be	autoimmune disease	2
patient	have	increased surgical risk	2
acute reaction	may produce	diffuse lung injury	4
minute ventilation	be maintain at	level	2
any muscle	be	this ratio	1
early weeks of pregnancy	be associate with	highly significant reduction	2
survival	be	age	3
endoscopic examination and biopsy	help to establish	diagnosis	4
frequency of occlusion	be highest for	right coronary artery	2
severe temporary myocardial ischemia	be probably	initiating factor	1
diagnosis	be	stage-iib osteogenic sarcoma	4
single exposure	be document by	light and electron microscopy	3
cushing 's disease	be cure by	trans-sphenoidal surgery	2
shoulder involvement	characterize by	pain	1
disease	be manifest with	crescentic glomerulonephritis	5
urgent surgery	require	mechanical postoperative ventilation	3
trauma	be eligible for	study	2
sarcoidosis	be	clinical diagnosis	4
normal control group	consume	oxygen	1
patient	present with	intermittent biliary tract obstruction	2
hyperglycemia	be identify for	each patient	1
tumor	include slowly increase	pain	1
cancer	have	fat necrosis	3
no patient	have	reactivation of infection	3
serum ethanol level	be obtain at	bedtime ( part	2
serum	remain positive for	hepatitis b e antigen	2
oxidation of glucose	be measure use	-lsb- u-14c -rsb- glucose	2
experimental group	be instruct in	methods of weight reduction	2
pelvic examination	reveal	massive vaginal necrosis	4
controlled hypotension	be associate with	minimal risk of stroke	3
patient	have recurrence of	cancer	1
stage iv disease	have show increase	survival	2
skeletal muscle	be process for	histopathologic examination	2
one patient	die of	metastatic disease	1
anti-reflux surgery	form	control group	2
this study	be assess by	coronary angiography	1
this study	demonstrate	first disease	2
type of stroke	be classify as	lacunar infarct	4
body	be encounter in	patient	1
arthritis	be more than	arthritis	1
postmortem examination	demonstrate	disseminated t-cell lymphoma	6
one patient	be confirm at	surgery	2
occurrence of bladder shrinkage	be related to	increase	2
outlet obstruction constipation	have	generalized pelvic floor disorder	2
neutrophil infiltration	be observe to	same extent	2
bupivacaine group	develop	hypotension	2
their injury	be employ after	their injury	2
coronary artery disease	be limited by	angina	1
control diet	consist of	patient 's prestudy diet	3
kaposi 's sarcoma	increase during	3-year period	5
right pleural biopsy	demonstrate	metastatic carcinoma	3
their patient	be at	risk	3
this study	have	`` return of pain	2
breast cancer	tend to have	more axillary node involvement	2
cigarette smoking	be	independent risk factor	2
thyroid volume	be measure by	ultrasonography	1
eicosapentanoic acid	reduce	intimal fibrous proliferation	2
intellectual impairment	be dependent on	degree of subject anxiety	2
psoriasis	be	immunologically mediated disease	3
transoesophageal echocardiographic examination	establish	correct diagnosis	1
irradiation	can result in	sepsis and death	2
initial examination	be	most significant risk factor	2
pain	increase as	pregnancy	1
main cause of death	be	intra-abdominal infection	4
no patient	have evidence of	infection	2
one-year graft survival	be superior in	two-drug group	3
plasma volume	be offset by	increase	1
patient	be apply	dual stimulation	2
this probability of restenosis	be validate in	testing group	2
regional wall stress	be lowest at	baseline	1
reticulin level	be use as	factor	2
aspiration	be useful for	diagnosis	2
nonproductive cough	be exacerbated by	exercise	2
patient	do not have	unilateral multicentric disease	2
intracellular free calcium	be observe after	exposure	1
elevated ldl cholesterol	be uncommon in	people	3
cd4 receptor	block	hiv infection	1
median remission duration	be only	<NUM> months ( range	1
pulmonary hypertension	occur later after	diagnosis of portal hypertension	2
high nacl diet	can increase	mortality	2
their cumulative duration	also decrease from	<NUM> ( range	1
ct	should be	first study	3
continuous holter st analysis	be	possible method	2
hk patient	have	normal glucose use	2
fastigial nucleus stimulation	result in	<NUM> % reduction	1
acute myocardial infarction	have left	ventricular myocardial necrosis	2
cancer	have	novel acantholytic mucocutaneous disease	5
this study	be	further evidence	3
malnutrition	continue	anorexia	3
high-frequency jet ventilation	might reduce	barotrauma	4
diagnosis	be associate with	lower risk	2
substantial levels of ethanol	be detect in	brain	2
initial liver biopsy	show	portal and periportal fibrosis	2
infarct volume	be observe during	this period	2
occlusion	reduce	infarct size	3
acute renal failure	cause from	obstruction	2
this tumor	be	early submucosal carcinoma	2
continuous ultrasound	be administer to	left tendon	2
worse thrombocytopenia	occur at	this dose level	3
abdominal obesity	be	independent cardiovascular risk factor	2
early development of diabetes	be associate with	fasting plasma glucose	2
diabetes	have	silent ischemia	2
factors influencing survival	be	stage	2
young patient	be usually	relatively benign disease	4
crohn 's disease	involve	minimal sphincter muscle	2
gastroepiploic artery	be use for	coronary artery	2
lateral paramedian group	have develop	incisional hernia	2
blood flow	be measure by	continuous thermodilution method	3
severe hypertension	be treat with	intravenous nicardipine	2
his postoperative course	be complicate by	pneumonia	2
bleomycin	peak at	dose	1
proximal malignant biliary obstruction	be treat by	endoscopic endoprosthesis insertion	3
optic neuritis	reside in	endemic region	2
study	continue for	duration of the examination	3
<NUM> weeks of age	prevent	increased urinary protein loss	4
this risk	be attributable to	increased rates of infection	3
gestational age	have not undergo	mechanical ventilation	1
this patient	suggest	additional and unrecognized risk	3
alpha-tumor necrosis factor	be above	limit of detection	3
diagnosis of intramedullary sarcoidosis	make before	surgery	4
viral infection	provide	evidence	1
acute mitral obstruction	may lead to	increase	1
rheumatic fever	be	poststreptococcal disease	5
infarction	have	lower rate-pressure product	2
age	do not predict	hypertension	1
videotape	be become	increasingly accepted teaching method	2
blood pressure reduction	be equal in	diabetic	5
chemotherapy and radiation	refuse	surgery	1
insulin resistance	might raise	blood pressure	3
extrahepatic portal hypertension	usually occur during	childhood	3
this ratio	fall with increase	age	1
mean follow-up period	be	<NUM> years ( range	1
known malignant disease	have	myelography	1
arterial blood pressure	be make at	baseline	1
perceived need	be in	period	2
age	match	control group	3
positive skin test	be essential for	diagnosis	1
lymphoma	respond well to	chemotherapy	2
method	be take into	routine use	2
time of intubation	indicate	mortality	2
congenital cortical blindness	remain blind on	subsequent examination	2
lung cancer	have now displaced	coronary heart disease	3
only <NUM> patient	have have	hypertension requiring medication	4
areas of dense fibrosis	replace	all nodal tissue	7
protoporphyrin-induced liver failure	cause	this neuropathy	5
primary tumor	be resected from	periphery of the lung	2
classical refsum 's disease	may also be	peroxisomal disorder	4
mucosal blood flow	be prevent by	adenosine	2
placebo group	develop	cough	1
main causes of death	be coagulopathy with	multiple organ failure	4
primary hiv-1 infection	be confirm in	each subject	2
function of the endothelium	be impaired in	hypertension	1
acute myocardial infarction	be associate with	significant reduction	1
this study	may partly explain	reduced mortality	2
fifth patient	be spare	surgery	2
<NUM> weeks of surgery	be undergo	other concurrent cardiac surgery	2
second patient	develop	fibrosing alveolitis type reaction	3
retrospective study	be perform over	5-year period	3
intractable rejection	advance	coronary artery disease	4
posthead trauma patient	be	cortical blindness	3
plasma creatinine level	be in	normal range	1
time of diagnosis	have	estimated survival	4
leukocytosis	raise	erythrocyte sedimentation rate	6
hexamethonium and midazolam	terminate	dysrhythmias and hypertension	2
urinary magnesium	decrease in	group	1
terminal phase of dementia	be initiate by	inability	2
obesity	be on	increase	4
minor head injury	develop	acute traumatic intracranial hematoma	2
dobutamine	have	no increase	1
acute malaria	be associate with	increase	3
airway obstruction	be	important factor	2
postoperative period	be complicate by	lethal intracranial infection	2
level of anxiety	be find in	hiv-positive group	2
dural invasion	indicate preoperatively by	ct scan	3
tremor	begin at	younger age	2
cancer	develop	both leukocytosis and hypercalcemia	5
prognosis of this tumor	be	sex	1
potentiation of bradykinin	result in	vasodilation	3
small bowel biopsy	demonstrate	total villous atrophy	3
surrounding tissue	be determine with	use of skeletal muscle	2
sacral plexus biopsy	reveal	amyloidosis	1
mechanical ventilation	be at	risk	1
biopsy	alone die of	disease	1
methotrexate	be use for	graft-versus-host-disease prophylaxis	2
patient	have	infection	2
no patient	require	open lung biopsy	2
neutropenic patient	develop	persistent fever	7
its presence	be associate with	twofold increase	4
tissue diagnosis	be establish by	large particle biopsy	2
exercise	occur in	control group	1
hearing loss	be conductive in	younger age group	3
only minimal toxic reaction	be note in	group	1
patient	have	concomitant systemic lupus erythematosus	2
repair group	remain at	same level	4
myocardial infarction	be associate with	new total occlusion	2
resulting myocardial infarction	cause	significant acute hemodynamic impairment	2
angiography	may detect	bleeding	3
patient	develop	proliferative retinopathy	2
only life-threatening illness	probably contribute to	death	3
this tumor	be term	malignant glandular triton tumor	2
postpartum immune globulin prophylaxis	be lower than	cost	1
morbidity and mortality	usually result from	intercurrent illness	3
patient	be	<NUM> ( range	2
renovascular hypertension	be associate with	accumulation of fibrillar collagen	2
study	have	positive monospot test	3
placenta	also confound	diagnosis	1
ophthalmological examination	lead to	final diagnosis	3
localization of adenomyosis	be divide into	type	2
prl pulse frequency	mean	level	1
diagnosis	be confirm by	open lung biopsy	1
single samples of serum	be obtain from	each subject	1
coronary heart disease	can decrease	morbidity and mortality	1
ovarian cancer	increase in	frequency	1
aqueduct block	markedly reduce	mortality and hypertension	2
gram-negative meningitis	receive	aztreonam	2
patient	be describe with	generalized gastrointestinal involvement	4
this analysis	be complete by	criteria concordance analysis	2
neck trauma	be	uncommon injury	3
high age	be	factor	2
all but one patient	be treat by	surgery	2
patterns of infection	range from	acute pneumonia	5
entire microbe	initiate	inflammation	2
hypothalamic gh-releasing factor	bind	receptor	2
<NUM> % nacl diet	elevated	plasma norepinephrine	1
diffuse large-cell lymphoma	be treat with	methotrexate	2
purpose of this study	be to examine	use of endocarditis prophylaxis	3
histamine	be concomitant with	increase	2
permeability following localized aspiration	be mediate by	tumor necrosis factor	1
acute hyaline membrane disease	be study by	serial doppler echocardiography	2
heart	protect against	infarction	1
our patient	have	obstructing ampullary carcinoma	3
skin involvement	be	integral part	5
periodontal disease	be diagnose by	tooth loss	2
subsequent limb loss	be	failure	4
patient	die of	congestive heart failure	1
newly diagnosed prostate cancer	have	no bone pain	2
bony fusion	be	reliable method	2
peripheral glucose use	be associate with	increase	2
resection of recurrent disease	be associate with	slight prolongation of survival	2
granulocyte activation	be evident from	both incipient neutropenia	2
prompt diagnosis	can prevent	significant morbidity	3
glycolate determination	detect	type	2
patient	inject	second dose	4
pathologically proved localized disease	remain without	evidence of disease	2
effective prophylaxis	exist against	pneumocystis carinii pneumonia	2
congestive heart failure	merely postpone	its development	2
parkinson 's disease	use	tobacco	2
parental smoking	be study in	multivariable analysis	2
transplanted heart	show	extensive subendocardial myocyte necrosis	3
portal hypertension	advance	cirrhosis	1
early pregnancy	be characterize by	increase	3
patient	be alive with	recurrent disease	2
emphysematous pyelonephritis	be	uncommon and serious infection	3
sudden cardiac death	be	lethal arrhythmia	2
enteropathy-associated t-cell lymphoma	commonly present with	malabsorption	4
minimum dose	prevent	infection	1
hiv infection	be identify over	36-month period	2
positive test	be give	intravenous propranolol	2
idiopathic sclerochoroidal calcification	be	disorder	2
intrauterine infection	cause	fetal death	5
acute myocardial infarction	left	main disease	2
given patient	may be experience	disease	1
acute myocardial infarction	be there	any evidence	1
tumor	adjuvant	chemotherapy	1
hemodynamics of the heart	be monitor throughout	study	1
acute interstitial pneumonia	cytologically have	giant-cell pneumonia	3
sixth patient	have	crohn 's disease	5
roentgenographic examination	should lead to	precise identification	3
surgery	be base on	severity of disease	5
postoperative pathologic examination	show	small-cell lung cancer	1
mycoplasma pneumoniae infection	be associate with	eyelid edema	2
tumor	be characterize by	high-density area	2
patient	be less than	<NUM> years of age	1
non-alcoholic chronic liver disease	can occur at	any stage	2
blunt abdominal trauma	can cause	sudden <NUM> unexpected death	4
laci antigen level	increase to	level	5
blood pressure	be	failure	2
htlv-i infection	present with	non-hodgkin 's lymphoma	1
death	be in	this age group	2
radiation and/or surgery	would recommend	chemotherapy	1
surgery	indicate improvement in	daytime irritability	3
nontreated group	exhibit	hypertension	1
dentist	establish	differential diagnosis	3
directional coronary atherectomy	be characterize by	neointimal proliferation	2
mean blood pressure	be observe during	study	1
eighteen cases of osteomyelitis	be treat with	<NUM> g of aztreonam	3
patient	may have	life-threatening illness	2
one acromial fracture	require	revision surgery	2
second patient	have	fever	2
stress	echo for	wall motion analysis	1
cytologic study	do	its presence	1
postoperative vomiting	wound	sepsis	2
blunt traumatic cardiac rupture	be associate with	high rate of mortality	2
patient	be	only treatment failure	2
head injury	might develop	acute intracranial hematoma	2
small bowel biopsy	marked	mononuclear infiltration	3
viral infection	may predispose to	bacterial infection	4
diagnosis	monitor	progression	3
urease group	result in	<NUM> % increase	2
severe chronic atopic dermatitis	be treat with	cyclosporin	2
confirmation of the diagnosis	be provide by	brain biopsy	1
study	take place in	area	2
patient	remain	continent	2
progesterone	inhibit	lymphocyte proliferation	2
cytotoxic chemotherapy	be continue without	flare of the infection	8
chest pain	have	current psychiatric disorder	2
early neuropathy	be find in	one muscle biopsy	2
neurologic level	be at	least one level	2
no specific blood test	point to	diagnosis of pyogenic sacroiliitis	3
long-term renal functional impairment	be related to	serum	1
contrast-induced nephropathy	may develop in	any patient	2
mortality	be related to	systolic blood pressure	2
all but one patient	avoid	reintubation	2
only one patient	have generalize	lymphadenopathy	5
renal failure	have feature of	acute tubular necrosis	4
propranolol	yield	<NUM> % reduction	2
anxiety	be relevant to	source of pain	1
results of endomyocardial biopsy	confirm	cardiac involvement	3
lymphadenopathy	also influence	differential diagnosis	1
both hyperinsulinemia and hyperglycemia	stimulate	glucose uptake and increase	2
both protein and fat	be lose from	body	2
1.3-fold increase	decline to below	normal range	1
body	angle	region	3
ct	fail to identify	site of infection	3
chronic persistent cough	remains unexplained after	standard diagnostic assessment	3
inflammation	lead to	reactive arthritis	2
endpoint of the study	be time to	progression	1
insertion site hematoma	occur in	one patient	1
no patient	develop	pancreatitis	3
mortality	be influence by	advanced age	2
increased risk of death	be increase	age	3
headache and nausea	occur after	heavy organic dust exposure	3
<NUM> years of age	have	bronchogenic carcinoma	2
seven infants obstruction	be observe at	laryngeal level	2
psyllium dust	be at	high risk	1
overall median survival	be	<NUM> months ( range	4
treadmill duration	be increase in	surgery group	2
indirect evidence	suggest	hypersensitivity reaction	2
hiv infection	do	elevated neopterin	2
median patient age	be	<NUM> years of age	3
computed tomography and angiography	do not establish	diagnosis	3
midazolam	be	safe drug	2
myocardial infarction	may relate to	older age	2
mean arterial blood pressure	decline to	similar extent	1
hepatic blood flow	decrease after	propranolol	1
beta-nerve growth factor	can increase	survival	1
significant prolongation of survival	be notice in	lc9018 group	2
non-treatment group	have	mild thrombocytopenia	3
polymerase chain reaction	provide	quick and effective method	3
subcutaneous pedicle flap	elevated from	temporozygomatic area	2
open lung biopsy	will yield	etiology of pneumonia	2
concentrations of ethanol	result in	progressive increase	2
renal cell carcinoma	be treat with	lipophilic macromolecular drug	2
one patient	have	cancer	3
treatment method	be	most important factor	1
vein bypass	be associate with	low incidence of restenosis	2
large size	respond to	chemotherapy	2
use of intracavitary irradiation	significantly improve	survival	1
high fasting glucose level	be associate with	increased mortality	4
hypomagnesemia	be due to	renal wasting of magnesium	3
pancreatic inflammation	be confirm at	surgery	2
toxoplasma gondii infection	occur during	pregnancy	2
purine nucleoside adenosine	be infuse into	pulmonary artery	1
low fat diet	seem to prevent	further bleeding	2
study	consist of	4-week run-in period	3
this article	review	prognosis of contact dermatitis	2
patient	may present to	colorectal surgeon	3
exposed cancellous bone	can significantly reduce	blood loss	2
( cde ) diet	induce	acute pancreatitis	1
influenza c virus infection	include	bronchitis	2
patient	have	gastrointestinal cancer	4
this study	identify	autoimmune skin reaction	4
diabetes	be associate with	autonomic neuropathy	3
diabetes	can cause	global cardiac sensory neuropathy	3
thymic tissue	be find in	anterior mediastinal fat	2
multisystemic cmv infection	may require	prompt antiviral chemotherapy	3
intestinal fat malabsorption	reduce level of	cholesterol	1
progressive <NUM> autoimmune disease	may lead to	blindness	2
deoxyribonucleic acid-deoxyribonucleic acid	correlate	their presence	2
intraperitoneal rupture	have	higher mortality rate	2
patient	have receive	preoperative chemotherapy	4
patient	be not receive	zidovudine	4
control group	have only	<NUM> % increase	1
previous study	be include in	this analysis	5
extent	occur during	various stages of pregnancy	4
atrial natriuretic factor	be blunt in	cirrhosis	1
circumflex coronary artery	predispose to	occlusion	3
arrhythmia	may herald	sudden cardiac death	3
exercise treadmill test	be negative for	ischemia	2
surgeon	understand	anatomy of the region	2
second patient	initially have	unilateral involvement	2
serum cholesterol level	be associate with	graded increase	3
stage c prostate cancer	increase	mortality rate	2
intra-abdominal fat	be related to	coronary heart disease	2
lung	occur by	random migration	2
diabetes mellitus	be	main risk factor	2
one patient	have	acute lymphocytic leukemia	4
exception of one patient	die of	stroke	3
hypertensive putaminal hematoma	show	highest mortality rate	4
receptor	be	size	1
microscopic examination	reveal	primary tumor	2
hypertensive rat	effectively lower	maternal blood pressure	2
arterial hypertension	can provoke	reduction	1
spontaneous gh level	have level below	normal range	1
pregnancy	adversely affect	natural course	3
subclinical cord compression	be disclose by	cortical stimulation	3
surgery	be	<NUM> years ( range	3
patient	be	seizure-free following surgery	3
dietary sodium	lead to	increase	1
late shunt occlusion	occur in	<NUM> patient	2
brain	can host	latent hiv infection	2
stage	be	most significant predictive factor	2
congestive heart failure	predict	disability	1
von willebrand factor antigen	indicate	endothelial cell activation	2
family history of diabetes	be associate with	threefold increase	2
ct	add confidence to	diagnosis	2
evidence of metastatic tumor	spread to	liver	2
sensory nerve	evoke response in	spinal cord injury	2
serum tnf alpha	be well within	normal range	1
ratio	return to	normal range	1
disease	be associate with	previous injury	2
hypertension	die from	pulmonary fibrosis	1
microbial keratitis	be	potentially binding disease	4
increased risk	be more than	<NUM> years of age	2
diagnosis	be confirm by	echocardiography	2
transesophageal echocardiography	provide	good imaging window	2
logistic regression analysis	be specific for	each period	6
hypercholesterolemia	induce relatively	modest glomerular injury	2
lymph node biopsy	reveal	dermatopathic lymphadenopathy	8
patient	switch from	one type	3
traumatic epidural hematoma	complain only of	headache	1
liver	be increase	several-fold <NUM> hr	2
each group	have	clinical congestive heart failure	3
generalized pustular psoriasis	have little	serious chronic morbidity	4
follow-up period	average	<NUM> months ( range	2
urgent coronary artery	bypass	graft surgery	1
exercise	be regard as	positive test	1
patient	develop	hypersensitivity reaction	1
extent of disease	find at	surgery	4
group	treat initially with	valproic acid	1
hypertriglyceridemia	accompany	diabetes	2
one patient	have	massive leakage	2
serum vip level	decrease into	normal range	2
tumor	often mimic	lymphoma	1
coronary artery bypass surgery	be exclude from	analysis	2
area of mucosal injury	lie	large submucosal gastric artery	2
particular drug	require comparison with	control group	1
area	reduce	area	1
diabetes	be at	high risk	5
accuracy of transesophageal echocardiography	be compare with	that of transthoracic echocardiography	2
no patient	experienced	late respiratory depression	3
non-small cell lung cancer	include	epidermoid carcinoma	3
first seizure	occur despite	ongoing antiepileptic medication	2
cycle length	be due to	increase	3
pregnancy	carry	significant mortality	3
progressive endothelial proliferation	may explain	late onset bleb failure	2
biopsy	be assay after	exposure	1
development of subcapsular hematoma	include	hypertension	2
study	do not provide	any evidence	2
left subclavian artery	left	internal mammary artery	2
most potent analog	report to	date	1
renal tissue	be available for	study	3
broken glass	be	most common injury	2
their lung disease	diagnose at	early stage	2
one patient	excrete	ethylmalonic acid	3
this article	review	clinical pharmacology of cyclosporine	2
physical examination	be mirror by	increase	1
endemic region	be cause by	exogenous exposure	3
patient	experienced resolution of	his cluster headache	2
diagnosis	be confirm by	biopsy	2
other group	have	sham block	2
this study	demonstrate	safety	3
iron	might contribute to	cigarette smoke-induced lung injury	2
nonmechanical low back pain	be direct at	specific medical disorder	2
average follow-up period	be	<NUM> months ( range	5
severe anterior uveitis	develop follow relatively	minor corneal trauma	4
any patient	sustain	severe chest trauma	2
combative and psychotic behavior	require	prompt diagnosis	3
low sodium diet	consist of	<NUM> mmol of sodium	1
infection	be associate with	inflammation	2
one patient	have	stage a1 disease	2
structural heart disease	be detect by	two-dimensional echocardiography	1
acute trauma patient	be examine in	retrospective study	2
case of circumvallate placenta	diagnose prenatally by	ultrasound	1
rheumatoid factor	be specific for	adult-type rheumatoid arthritis	3
patient	present with	diarrhea	3
very recent alcohol consumption	be examine in	this study	1
guinea pig heart	be due to	av block	2
arm b. median survival	be	<NUM> weeks ( range	2
total dose	be make for	use	2
cocaine	may relieve	headache	1
risk of major injury	be increase	( age	3
nasal obstruction	also show	significant reduction	1
knee joint trauma	be investigate at	arthroscopic surgery	3
oral calcium channel blocker	appear to improve	noncardiac chest pain	2
protein-energy malnutrition	be include in	study	1
nephropathy	provide	further evidence	3
biopsy	show	infiltrating ductal carcinoma	3
low-birthweight group	be divide into	preterm delivery	2
exercise	result in	increase	1
acute asthma	be	potentially life-threatening disorder	2
pregnancy	be complicate by	asymptomatic hiv infection	2
patient	may show	wmf and atrophy	2
patient	develop	fatal pulmonary artery hypertension	3
low-frequency tremor	have	more head	2
this patient	be on	immunosuppression	3
abdominal adipose tissue	may account in	part	1
univariate analysis of survival	be do use	log-rank test	2
lyme disease	be	tick-borne infection	3
myocardial infarction	should undergo	coronary angiography	1
paresis and atrophy	show	type	3
bovine acute lung injury	be central to	pathogenesis of lesion development	2
obesity	be	major predictive factor	3
peptic ulcer disease	develop	cimetidine-induced thrombocytopenia	3
non-cystic fibrosis	fold	stimulation	1
computed tomographic scan	be	most rewarding test	3
other patient	have	petit mal epilepsy	2
one patient	have	unremarkable postoperative course	4
extent of disease	be measure by	endoscopy	1
dependence	occur commonly with	benzodiazepine use	2
extent of the injury	be underscore with	ct	2
present simulation study	be	design	1
v/ q lung scan	be obtain in	patient	1
decreased smoking	urge during	2-week medication titration period	2
gross residual sarcoma	have experienced	local failure	2
coronary artery bypass	cause	reperfusion injury	2
serum	be in	normal range	1
graft tissue	become available for	histologic examination	2
coronary artery disease	have	multivessel disease	1
muscle biopsy	reveal	fiber atrophy	2
lesser degree	occur after	basilar artery occlusion	3
experimental evidence	directly link	ischemia/reperfusion injury	2
serious pediatric cns trauma	be associate with	tenfold increase	2
extent	could predict	pain	1
baseline	program	electrical stimulation	1
ct	show	no bleeding	2
bilateral obstruction	be associate with	increase	1
this study	examine	molecular distribution	3
pneumonitis	can lead to	respiratory failure and death	2
placenta	be expel during	delivery	2
its detection	require	astute assessment	7
cirrhosis	be	peripheral arteriolar vasodilation	2
high blood pressure	be important in	genesis of atherosclerotic disease	3
this study	represent	`` best prognostic factor	2
magnetic resonance imaging study	demonstrate	acute hematoma	2
tissue invasion	be document by	transbronchial biopsy	3
karyotype analysis	be perform over	treatment course	2
this region	be hyperkinetic in	group	1
need	lead to	rapid <NUM> accurate diagnosis	2
myocardial infarction	commonly lead to	congestive heart failure	2
patient	have	uneventful course	2
cystic fibrosis	be exclude from	study	2
septic arthritis	receive	<NUM> g of aztreonam	3
hyaline membrane disease	be study by	serial doppler echocardiography	1
current estrogen use	be associate with	reduction	2
disease	be of longer	duration	3
digital rectal examination	prove to be	relatively insensitive test	2
patient	be treat with	cyclophosphamide	4
endocarditis	need surgery for	heart failure	2
oral glucose	persist after	delivery	2
coronary artery calcium	indicate	atherosclerosis	2
awareness of hypertension	increase	blood pressure	1
ethanol	be substitute by	isoenergetic glucose	3
exercise	be affect in	sarcoidosis	3
any histopathologic study	include	temporal bone	2
fine-needle aspiration biopsy	be	safe and accurate method	2
panic disorder	have show	abnormally high mortality rate	2
pregnancy	have	third-trimester fetal loss	5
igg1-dependent airway obstruction	be mediate in	part	2
patient	also have	either leukocytosis	3
chest pain	be admit for	coronary angiography	2
each patient	have document	retinitis progression	2
no one lung volume	show	consistent reduction	2
results of histopathologic examination	show	well-vascularized spindle cell proliferation	2
such activation	affect	recovery or survival	2
alcohol consumption	be associate with	colonic cancer	2
sickle cell disease	can have	distinct retinopathy	3
culture-negative infective endocarditis	present with	pain	2
each patient	receive	permanent pacemaker	3
large volumes of dextran	probably cause	intravasation of dextran	2
cough	include	control group	2
tumor	be confirm at	postmortem examination	4
latter group	be	recurrent peritonitis	2
13-cis-retinoic acid	result in	increase	2
2-hour period	result in	dose	1
pfna biopsy	provide	diagnosis	2
elisa reaction	direct against	fbs antigen	2
second patient	require	microvascular free flap	2
case of pilomatrix carcinoma	have invade	temporal bone	3
other hand	find reduce	total mortality	1
iiic injury	recommend	early amputation	2
diagnosis	be	factor	1
age and sex	match	control group	4
tumor blood flow	be evaluate with	angiography	1
measles	account for almost	<NUM> % of blindness	4
respiratory infection	be	most common preceding illness	2
exercise	would have stabilize	hypertension	1
this study	show	patient	2
diagnosis of pancreatitis	be make on	raised ascitic amylase level	3
directional coronary atherectomy	reveal	intimal proliferation	2
one patient	treat for	gross residual sarcoma	2
focused magnetic brain stimulation	be perform in	<NUM> patient	2
chronic renal failure	be mostly of	sodium sensitive type	2
surgery	be	arrhythmia	1
at-risk group	be balanced with	acute stroke group	2
htlv-ii infection	be	intravenous drug use	2
lyme disease	be	multisystem illness	5
this study	determine	frequency	4
deformity group	have	more active disease	2
hyperinsulinemia	be associate with	excess cvd risk	3
head-up tilt test	be negative at	baseline	1
glucose metabolism	make	severely burned patient	2
extrarenal involvement	be study	( serum	3
peripheral arterial disease	increase with increase	blood pressure	2
active bleeding	require	accurate diagnosis	2
intraperitoneal enhanced ct	be superior to	standard ct	2
patient	be	disease	1
peptic ulcer disease	could in	part	1
fever	can obscure	patient 's correct diagnosis	2
this article	advocate	more patient orientated method	2
granulocytic sarcoma	be diagnose by	fine-needle aspiration cytology	3
median labeling index	be	<NUM> % ( range	2
severe cerebral necrosis	be establish at	<NUM> months of age	3
addition	may produce	depression and fatigue	2
parotid region	be generally	salivary tumor	3
surgery	be	<NUM> days ( range	3
platelet-activating factor	mediate	glycerol-induced acute renal failure	2
oxygen and bleomycin	may help reduce	morbidity and mortality	3
no patient	have	late heart failure	2
angiography	have	<NUM> % increase	2
premature coronary artery disease	diagnose at	coronary angiography	2
myocardial infarction	reach	right bundle branch	4
each patient	have	positive reaction	1
age	predict increase	mortality	2
short-term <NUM> diet-induced hypercholesterolemia	increase	infarct size	2
morning nasal obstruction	continue throughout	treatment period	1
follow-up study	be perform after	<NUM> months ( range	1
ca <NUM> level	become normal after	<NUM> months of chemotherapy	2
no patient	have sustained clinically	evident anastomotic leakage	2
cataract surgery	be perform by	same surgeon	3
end-stage renal failure	often have	sudden-onset dialysis-induced hypotension	2
sarcoidosis	have	abdominal and/or pelvic lymphadenopathy	2
this group	be related to	cell type	2
nurse	have to monitor	patient	2
fibrinogen	occur in	maxepa group	2
one patient	experienced	severe hearing loss	2
either radical surgery	combine	marginal surgery	2
six either need	have refuse	further surgery	2
bleomycin	induce	pulmonary fibrosis	1
implant design	have on	bone loss	1
neonatal serum	decrease	serum	2
parkinson 's disease	be necessarily	disorder	2
bleeding	occur after	echocardiographic study	3
pulmonary m. kansasii infection	be treat with	antituberculosis chemotherapy	3
ischemia-induced edema	occur in	transmural distribution	2
one bypass	be for	occlusive disease	3
anxiety	be irrelevant to	source of pain	1
radical surgery	be alive with	residual disease	2
most common error	be	failure	4
group	resemble	adult-onset group	2
this patient	develop	diarrhea	2
patient	be receive	mechanical ventilation	1
steroid-dependent asthma	be treat with	methotrexate	1
childhood	be important for	diagnosis	2
multiple trauma	be admit to	level	3
massive splenomegaly and hypersplenism	carry	significant morbidity and mortality	3
stroke mortality	be due to	increased treatment of hypertension	2
intoxicated-hemorrhage group	survive for	<NUM> hr	4
duration of pain	be	only significant factor	4
suspected acute myocardial infarction	be include in	study	1
primary biliary cirrhosis	be	further evidence	1
locally advanced breast cancer	be	heterogenous group	1
drug fever	be control by	prednisone	1
such a childhood environment	be at	high risk	2
fewer days of neutropenia	be note after	5-fu plus il-1 beta	5
sepsis	do not have	disease	1
